year,date_label,rank,team,points
2016,07 January,150,CUW,192.00
2016,07 January,150,NZL,192.00
2016,07 January,152,LES,186.00
2016,07 January,153,AFG,183.00
2016,07 January,154,MDA,172.00
2016,07 January,155,STP,170.00
2016,07 January,156,GUM,169.00
2016,07 January,157,MDV,159.00
2016,07 January,158,MYA,155.00
2016,07 January,159,BER,154.00
2016,07 January,160,DOM,150.00
2016,07 January,161,GUY,144.00
2016,07 January,162,MLT,143.00
2016,07 January,163,IND,139.00
2016,07 January,163,GRN,139.00
2016,07 January,165,GAM,135.00
2016,07 January,165,LIE,135.00
2016,07 January,167,ASA,128.00
2016,07 January,167,COK,128.00
2016,07 January,167,SAM,128.00
2016,07 January,170,TLS,127.00
2016,07 January,171,MAS,126.00
2016,07 January,172,MRI,120.00
2016,07 January,172,PUR,120.00
2016,07 January,174,COM,119.00
2016,07 January,175,YEM,114.00
2016,07 January,176,DMA,107.00
2016,07 January,177,VIR,88.00
2016,07 January,177,LAO,88.00
2016,07 January,179,BAN,87.00
2016,07 January,180,IDN,84.00
2016,07 January,181,CAM,83.00
2016,07 January,182,TPE,80.00
2016,07 January,182,NCL,80.00
2016,07 January,184,BRU,74.00
2016,07 January,185,PAK,72.00
2016,07 January,186,FIJ,68.00
2016,07 January,187,MSR,67.00
2016,07 January,188,SRI,61.00
2016,07 January,189,SUR,57.00
2016,07 January,190,SEY,56.00
2016,07 January,190,TAH,56.00
2016,07 January,192,BHU,49.00
2016,07 January,193,VAN,47.00
2016,07 January,194,MAC,44.00
2016,07 January,195,CAY,43.00
2016,07 January,196,NEP,41.00
2016,07 January,197,TCA,33.00
2016,07 January,198,SMR,28.00
2016,07 January,199,VGB,27.00
2016,07 January,200,SOL,26.00
2016,07 January,201,MNG,6.00
2016,07 January,201,AND,6.00
2016,07 January,203,PNG,4.00
2016,07 January,204,AIA,0.00
2016,07 January,204,BAH,0.00
2016,07 January,204,DJI,0.00
2016,07 January,204,ERI,0.00
2016,07 January,204,SOM,0.00
2016,07 January,204,TGA,0.00
2017,21 December,1,GER,1602.00
2017,21 December,2,BRA,1483.00
2017,21 December,3,POR,1358.00
2017,21 December,4,ARG,1348.00
2017,21 December,5,BEL,1325.00
2017,21 December,6,ESP,1231.00
2017,21 December,7,POL,1209.00
2017,21 December,8,SUI,1190.00
2017,21 December,9,FRA,1183.00
2017,21 December,10,CHI,1162.00
2017,21 December,11,PER,1128.00
2017,21 December,12,DEN,1099.00
2017,21 December,13,COL,1078.00
2017,21 December,14,ITA,1052.00
2017,21 December,15,ENG,1047.00
2017,21 December,16,MEX,1032.00
2017,21 December,17,CRO,1018.00
2017,21 December,18,SWE,998.00
2017,21 December,19,WAL,985.00
2017,21 December,20,NED,952.00
2017,21 December,21,URU,924.00
2017,21 December,22,ISL,910.00
2017,21 December,23,SEN,884.00
2017,21 December,24,USA,867.00
2017,21 December,24,NIR,867.00
2017,21 December,26,CRC,850.00
2017,21 December,27,TUN,838.00
2017,21 December,28,SVK,817.00
2017,21 December,29,AUT,815.00
2017,21 December,30,PAR,812.00
2017,21 December,31,EGY,805.00
2017,21 December,32,IRL,798.00
2017,21 December,32,IRN,798.00
2017,21 December,32,SCO,798.00
2017,21 December,35,UKR,781.00
2017,21 December,36,SRB,756.00
2017,21 December,37,BIH,753.00
2017,21 December,38,AUS,747.00
2017,21 December,39,COD,740.00
2017,21 December,40,MAR,738.00
2017,21 December,41,ROU,737.00
2017,21 December,42,TUR,735.00
2017,21 December,43,BUL,719.00
2017,21 December,44,BFA,705.00
2017,21 December,45,CMR,696.00
2017,21 December,46,MNE,681.00
2017,21 December,47,GRE,680.00
2017,21 December,48,CZE,677.00
2017,21 December,49,BOL,674.00
2017,21 December,50,GHA,657.00
2017,21 December,51,NGA,640.00
2017,21 December,52,VEN,639.00
2017,21 December,53,HUN,630.00
2017,21 December,54,JAM,625.00
2017,21 December,55,PAN,621.00
2017,21 December,56,HAI,607.00
2017,21 December,57,JPN,600.00
2017,21 December,58,ALG,588.00
2017,21 December,59,NOR,573.00
2017,21 December,60,KOR,570.00
2017,21 December,61,CIV,562.00
2017,21 December,62,ALB,553.00
2017,21 December,63,KSA,543.00
2017,21 December,64,RUS,534.00
2017,21 December,65,GUI,532.00
2017,21 December,66,FIN,531.00
2017,21 December,67,CPV,530.00
2017,21 December,68,HON,525.00
2017,21 December,69,SVN,522.00
2017,21 December,70,ECU,508.00
2017,21 December,71,CHN,498.00
2017,21 December,72,MLI,493.00
2017,21 December,73,UAE,476.00
2017,21 December,74,ZAM,468.00
2017,21 December,75,UGA,448.00
2017,21 December,76,MKD,446.00
2017,21 December,77,SYR,442.00
2017,21 December,78,UZB,441.00
2017,21 December,79,IRQ,438.00
2017,21 December,80,PLE,434.00
2017,21 December,81,RSA,433.00
2017,21 December,82,BEN,427.00
2017,21 December,83,LUX,407.00
2017,21 December,83,CUW,407.00
2017,21 December,85,LIB,404.00
2017,21 December,86,GNB,403.00
2017,21 December,87,TRI,402.00
2017,21 December,88,LBY,399.00
2017,21 December,89,EST,397.00
2017,21 December,90,ARM,383.00
2017,21 December,91,CYP,373.00
2017,21 December,92,BLR,372.00
2017,21 December,93,GAB,370.00
2017,21 December,94,CAN,369.00
2017,21 December,95,FRO,364.00
2017,21 December,96,CGO,362.00
2017,21 December,97,SLE,360.00
2017,21 December,98,ISR,355.00
2017,21 December,99,MTN,354.00
2017,21 December,100,SLV,352.00
2017,21 December,101,OMA,351.00
2017,21 December,102,QAT,329.00
2017,21 December,103,ZIM,323.00
2017,21 December,104,GEO,322.00
2017,21 December,105,IND,320.00
2017,21 December,106,KEN,317.00
2017,21 December,107,JOR,313.00
2017,21 December,108,MAD,309.00
2017,21 December,108,NIG,309.00
2017,21 December,110,MOZ,304.00
2017,21 December,111,SKN,303.00
2017,21 December,112,VIE,298.00
2017,21 December,113,RWA,295.00
2017,21 December,114,TKM,292.00
2017,21 December,115,BHR,282.00
2017,21 December,115,KGZ,282.00
2017,21 December,117,AZE,281.00
2017,21 December,118,NAM,274.00
2017,21 December,119,NCA,273.00
2017,21 December,120,YEM,268.00
2017,21 December,121,NZL,267.00
2017,21 December,122,TOG,266.00
2017,21 December,122,CTA,266.00
2017,21 December,124,PHI,263.00
2017,21 December,125,MWI,260.00
2017,21 December,126,TJK,255.00
2017,21 December,126,PRK,255.00
2017,21 December,128,SUR,245.00
2017,21 December,129,GUA,242.00
2017,21 December,130,THA,236.00
2017,21 December,131,COM,235.00
2017,21 December,132,LVA,233.00
2017,21 December,133,SWZ,225.00
2017,21 December,134,LBR,224.00
2017,21 December,135,TPE,223.00
2017,21 December,136,SDN,221.00
2017,21 December,137,KAZ,220.00
2017,21 December,138,AND,215.00
2017,21 December,139,ATG,209.00
2017,21 December,140,MYA,203.00
2017,21 December,141,ANG,201.00
2017,21 December,142,BDI,197.00
2017,21 December,143,ETH,196.00
2017,21 December,144,HKG,189.00
2017,21 December,145,LES,188.00
2017,21 December,146,EQG,187.00
2017,21 December,147,TAN,182.00
2017,21 December,148,AFG,181.00
2017,21 December,149,LTU,179.00
2017,21 December,150,BOT,172.00
2017,21 December,151,SOL,152.00
2017,21 December,152,TAH,149.00
2017,21 December,153,SSD,148.00
2017,21 December,154,NCL,146.00
2017,21 December,155,MDV,144.00
2017,21 December,155,BRB,144.00
2017,21 December,157,VAN,141.00
2017,21 December,158,BLZ,135.00
2017,21 December,159,MRI,134.00
2017,21 December,160,PNG,126.00
2017,21 December,161,GRN,125.00
2017,21 December,162,IDN,121.00
2017,21 December,162,DOM,121.00
2017,21 December,164,GAM,120.00
2017,21 December,165,GUY,117.00
2017,21 December,166,PUR,112.00
2017,21 December,167,MDA,111.00
2017,21 December,168,FIJ,110.00
2017,21 December,168,CHA,110.00
2017,21 December,168,DMA,110.00
2017,21 December,171,NEP,102.00
2017,21 December,172,SGP,101.00
2017,21 December,173,CAM,100.00
2017,21 December,174,MAS,99.00
2017,21 December,174,VIN,99.00
2017,21 December,174,LCA,99.00
2017,21 December,177,KOS,97.00
2017,21 December,178,STP,94.00
2017,21 December,179,ARU,92.00
2017,21 December,180,CUB,91.00
2017,21 December,181,LIE,86.00
2017,21 December,182,LAO,82.00
2017,21 December,183,BER,72.00
2017,21 December,184,MLT,66.00
2017,21 December,185,MAC,65.00
2017,21 December,186,DJI,64.00
2017,21 December,187,MNG,55.00
2017,21 December,187,BHU,55.00
2017,21 December,189,KUW,52.00
2017,21 December,190,BRU,45.00
2017,21 December,191,TLS,44.00
2017,21 December,192,SEY,43.00
2017,21 December,192,GUM,43.00
2017,21 December,194,ASA,38.00
2017,21 December,194,COK,38.00
2017,21 December,194,SAM,38.00
2017,21 December,197,BAN,37.00
2017,21 December,198,VIR,26.00
2017,21 December,199,MSR,20.00
2017,21 December,200,SRI,16.00
2017,21 December,201,PAK,15.00
2017,21 December,202,TCA,13.00
2017,21 December,202,CAY,13.00
2017,21 December,204,SMR,11.00
2017,21 December,205,VGB,6.00
2017,21 December,206,AIA,0.00
2017,21 December,206,BAH,0.00
2017,21 December,206,ERI,0.00
2017,21 December,206,GIB,0.00
2017,21 December,206,SOM,0.00
2017,21 December,206,TGA,0.00
2017,23 November,1,GER,1602.00
2017,23 November,2,BRA,1483.00
2017,23 November,3,POR,1358.00
2017,23 November,4,ARG,1348.00
2017,23 November,5,BEL,1325.00
2017,23 November,6,ESP,1231.00
2017,23 November,7,POL,1209.00
2017,23 November,8,SUI,1190.00
2017,23 November,9,FRA,1183.00
2017,23 November,10,CHI,1162.00
2017,23 November,11,PER,1128.00
2017,23 November,12,DEN,1099.00
2017,23 November,13,COL,1078.00
2017,23 November,14,ITA,1052.00
2017,23 November,15,ENG,1047.00
2017,23 November,16,MEX,1032.00
2017,23 November,17,CRO,1018.00
2017,23 November,18,SWE,998.00
2017,23 November,19,WAL,985.00
2017,23 November,20,NED,952.00
2017,23 November,21,URU,924.00
2017,23 November,22,ISL,910.00
2017,23 November,23,SEN,884.00
2017,23 November,24,USA,867.00
2017,23 November,24,NIR,867.00
2017,23 November,26,CRC,850.00
2017,23 November,27,TUN,838.00
2017,23 November,28,SVK,817.00
2017,23 November,29,AUT,815.00
2017,23 November,30,PAR,812.00
2017,23 November,31,EGY,805.00
2017,23 November,32,IRL,798.00
2017,23 November,32,IRN,798.00
2017,23 November,32,SCO,798.00
2017,23 November,35,UKR,781.00
2017,23 November,36,COD,764.00
2017,23 November,37,SRB,756.00
2017,23 November,38,BIH,753.00
2017,23 November,39,AUS,747.00
2017,23 November,40,MAR,738.00
2017,23 November,41,ROU,737.00
2017,23 November,42,TUR,735.00
2017,23 November,43,BUL,719.00
2017,23 November,44,BFA,705.00
2017,23 November,45,CMR,696.00
2017,23 November,46,MNE,681.00
2017,23 November,47,GRE,680.00
2017,23 November,48,CZE,677.00
2017,23 November,49,BOL,674.00
2017,23 November,50,NGA,671.00
2017,23 November,51,GHA,657.00
2017,23 November,52,VEN,639.00
2017,23 November,53,HUN,630.00
2017,23 November,54,JAM,625.00
2017,23 November,55,JPN,623.00
2017,23 November,56,PAN,621.00
2017,23 November,57,HAI,607.00
2017,23 November,58,NOR,573.00
2017,23 November,59,KOR,563.00
2017,23 November,60,CHN,561.00
2017,23 November,61,CIV,557.00
2017,23 November,62,ALB,553.00
2017,23 November,63,KSA,539.00
2017,23 November,64,ALG,537.00
2017,23 November,65,RUS,534.00
2017,23 November,66,GUI,532.00
2017,23 November,67,FIN,531.00
2017,23 November,68,CPV,530.00
2017,23 November,69,SVN,522.00
2017,23 November,70,HON,521.00
2017,23 November,71,ECU,508.00
2017,23 November,72,MLI,493.00
2017,23 November,73,UAE,474.00
2017,23 November,74,UGA,471.00
2017,23 November,75,ZAM,449.00
2017,23 November,76,MKD,446.00
2017,23 November,77,LBY,442.00
2017,23 November,77,SYR,442.00
2017,23 November,79,IRQ,438.00
2017,23 November,80,UZB,437.00
2017,23 November,81,RSA,434.00
2017,23 November,82,BEN,427.00
2017,23 November,82,PLE,427.00
2017,23 November,84,LUX,407.00
2017,23 November,84,EST,407.00
2017,23 November,84,CUW,407.00
2017,23 November,87,LIB,404.00
2017,23 November,88,GNB,403.00
2017,23 November,89,TRI,402.00
2017,23 November,90,ARM,383.00
2017,23 November,91,CYP,373.00
2017,23 November,92,BLR,372.00
2017,23 November,93,GAB,370.00
2017,23 November,94,CAN,369.00
2017,23 November,95,FRO,364.00
2017,23 November,96,CGO,362.00
2017,23 November,97,SLE,360.00
2017,23 November,98,ISR,355.00
2017,23 November,99,MTN,354.00
2017,23 November,100,SLV,352.00
2017,23 November,101,OMA,350.00
2017,23 November,102,QAT,336.00
2017,23 November,103,ZIM,323.00
2017,23 November,104,GEO,322.00
2017,23 November,105,IND,320.00
2017,23 November,106,NCA,315.00
2017,23 November,107,JOR,311.00
2017,23 November,108,MAD,309.00
2017,23 November,108,NIG,309.00
2017,23 November,110,MOZ,304.00
2017,23 November,111,KEN,300.00
2017,23 November,112,TKM,292.00
2017,23 November,113,SKN,291.00
2017,23 November,114,PRK,283.00
2017,23 November,115,BHR,282.00
2017,23 November,115,KGZ,282.00
2017,23 November,117,AZE,281.00
2017,23 November,118,PHI,280.00
2017,23 November,119,NAM,274.00
2017,23 November,120,RWA,269.00
2017,23 November,121,YEM,268.00
2017,23 November,122,NZL,267.00
2017,23 November,123,TOG,266.00
2017,23 November,123,CTA,266.00
2017,23 November,125,VIE,265.00
2017,23 November,126,MWI,260.00
2017,23 November,127,TJK,255.00
2017,23 November,128,SUR,245.00
2017,23 November,129,GUA,242.00
2017,23 November,130,COM,235.00
2017,23 November,131,LVA,233.00
2017,23 November,132,THA,230.00
2017,23 November,133,SWZ,225.00
2017,23 November,134,LBR,224.00
2017,23 November,135,TPE,221.00
2017,23 November,136,KAZ,220.00
2017,23 November,137,SDN,219.00
2017,23 November,138,BDI,216.00
2017,23 November,139,AND,215.00
2017,23 November,140,ATG,209.00
2017,23 November,141,ANG,201.00
2017,23 November,142,TAN,193.00
2017,23 November,143,HKG,189.00
2017,23 November,144,LES,188.00
2017,23 November,145,EQG,187.00
2017,23 November,145,ETH,187.00
2017,23 November,147,AFG,181.00
2017,23 November,148,LTU,179.00
2017,23 November,148,SOL,179.00
2017,23 November,150,MYA,176.00
2017,23 November,150,BOT,176.00
2017,23 November,152,SSD,172.00
2017,23 November,153,TAH,149.00
2017,23 November,154,IDN,144.00
2017,23 November,154,BRB,144.00
2017,23 November,156,NCL,139.00
2017,23 November,157,MDV,135.00
2017,23 November,157,BLZ,135.00
2017,23 November,159,MRI,134.00
2017,23 November,160,GRN,132.00
2017,23 November,161,PNG,126.00
2017,23 November,162,DOM,121.00
2017,23 November,163,GAM,120.00
2017,23 November,164,GUY,117.00
2017,23 November,165,PUR,112.00
2017,23 November,166,DMA,111.00
2017,23 November,166,MDA,111.00
2017,23 November,168,CHA,110.00
2017,23 November,169,VIN,99.00
2017,23 November,170,NEP,98.00
2017,23 November,170,CUB,98.00
2017,23 November,170,SGP,98.00
2017,23 November,170,CAM,98.00
2017,23 November,174,KOS,97.00
2017,23 November,174,MAS,97.00
2017,23 November,174,LCA,97.00
2017,23 November,177,STP,94.00
2017,23 November,178,FIJ,93.00
2017,23 November,179,ARU,92.00
2017,23 November,180,BER,72.00
2017,23 November,181,MLT,66.00
2017,23 November,182,MAC,65.00
2017,23 November,183,DJI,64.00
2017,23 November,184,LAO,62.00
2017,23 November,185,VAN,55.00
2017,23 November,185,BHU,55.00
2017,23 November,187,LIE,54.00
2017,23 November,188,KUW,52.00
2017,23 November,189,SEY,51.00
2017,23 November,190,BRU,45.00
2017,23 November,191,GUM,43.00
2017,23 November,192,BAN,38.00
2017,23 November,192,ASA,38.00
2017,23 November,192,COK,38.00
2017,23 November,192,SAM,38.00
2017,23 November,196,TLS,32.00
2017,23 November,197,VIR,26.00
2017,23 November,198,MSR,20.00
2017,23 November,199,MNG,17.00
2017,23 November,200,SRI,16.00
2017,23 November,201,PAK,15.00
2017,23 November,202,TCA,13.00
2017,23 November,202,CAY,13.00
2017,23 November,204,SMR,11.00
2017,23 November,205,VGB,6.00
2017,23 November,206,AIA,0.00
2017,23 November,206,BAH,0.00
2017,23 November,206,ERI,0.00
2017,23 November,206,GIB,0.00
2017,23 November,206,SOM,0.00
2017,23 November,206,TGA,0.00
2017,16 October,1,GER,1631.00
2017,16 October,2,BRA,1619.00
2017,16 October,3,POR,1446.00
2017,16 October,4,ARG,1445.00
2017,16 October,5,BEL,1333.00
2017,16 October,6,POL,1323.00
2017,16 October,7,FRA,1226.00
2017,16 October,8,ESP,1218.00
2017,16 October,9,CHI,1173.00
2017,16 October,10,PER,1160.00
2017,16 October,11,SUI,1134.00
2017,16 October,12,ENG,1116.00
2017,16 October,13,COL,1095.00
2017,16 October,14,WAL,1072.00
2017,16 October,15,ITA,1066.00
2017,16 October,16,MEX,1060.00
2017,16 October,17,URU,1034.00
2017,16 October,18,CRO,1013.00
2017,16 October,19,DEN,1001.00
2017,16 October,20,NED,931.00
2017,16 October,21,ISL,920.00
2017,16 October,22,CRC,914.00
2017,16 October,23,NIR,889.00
2017,16 October,24,SVK,885.00
2017,16 October,25,SWE,872.00
2017,16 October,26,IRL,866.00
2017,16 October,27,USA,843.00
2017,16 October,28,TUN,834.00
2017,16 October,29,SCO,821.00
2017,16 October,30,EGY,818.00
2017,16 October,30,UKR,818.00
2017,16 October,32,SEN,815.00
2017,16 October,33,TUR,807.00
2017,16 October,34,IRN,784.00
2017,16 October,35,COD,751.00
2017,16 October,36,PAR,750.00
2017,16 October,36,BUL,750.00
2017,16 October,38,SRB,748.00
2017,16 October,39,AUT,745.00
2017,16 October,40,BIH,744.00
2017,16 October,41,NGA,721.00
2017,16 October,42,CMR,718.00
2017,16 October,43,AUS,714.00
2017,16 October,44,JPN,711.00
2017,16 October,45,ROU,705.00
2017,16 October,46,CZE,699.00
2017,16 October,47,GRE,682.00
2017,16 October,48,MAR,680.00
2017,16 October,49,PAN,670.00
2017,16 October,50,BOL,664.00
2017,16 October,51,VEN,663.00
2017,16 October,52,GHA,651.00
2017,16 October,53,HUN,642.00
2017,16 October,54,MNE,640.00
2017,16 October,55,BFA,639.00
2017,16 October,56,HAI,627.00
2017,16 October,57,CHN,626.00
2017,16 October,58,NOR,620.00
2017,16 October,59,JAM,614.00
2017,16 October,60,ECU,608.00
2017,16 October,61,CIV,600.00
2017,16 October,62,KOR,588.00
2017,16 October,63,KSA,576.00
2017,16 October,64,CPV,568.00
2017,16 October,65,RUS,563.00
2017,16 October,66,GUI,552.00
2017,16 October,67,ALG,540.00
2017,16 October,68,SVN,524.00
2017,16 October,69,HON,510.00
2017,16 October,70,UGA,503.00
2017,16 October,71,ALB,498.00
2017,16 October,72,UAE,488.00
2017,16 October,72,MLI,488.00
2017,16 October,74,FIN,473.00
2017,16 October,74,RSA,473.00
2017,16 October,76,UZB,470.00
2017,16 October,77,SYR,450.00
2017,16 October,77,ZAM,450.00
2017,16 October,79,BEN,438.00
2017,16 October,80,IRQ,429.00
2017,16 October,80,EST,429.00
2017,16 October,82,ISR,420.00
2017,16 October,83,TRI,419.00
2017,16 October,84,PLE,418.00
2017,16 October,85,MKD,410.00
2017,16 October,86,CYP,409.00
2017,16 October,87,LBY,407.00
2017,16 October,88,GNB,403.00
2017,16 October,89,CUW,402.00
2017,16 October,90,ARM,392.00
2017,16 October,91,BLR,391.00
2017,16 October,92,GAB,384.00
2017,16 October,93,LUX,368.00
2017,16 October,94,CGO,367.00
2017,16 October,95,FRO,363.00
2017,16 October,96,CAN,361.00
2017,16 October,97,SLV,360.00
2017,16 October,97,QAT,360.00
2017,16 October,99,SLE,358.00
2017,16 October,100,LIB,352.00
2017,16 October,101,MTN,346.00
2017,16 October,102,KEN,345.00
2017,16 October,103,MAD,332.00
2017,16 October,104,ZIM,329.00
2017,16 October,105,IND,328.00
2017,16 October,106,NIG,324.00
2017,16 October,107,GEO,306.00
2017,16 October,108,SKN,303.00
2017,16 October,108,NCA,303.00
2017,16 October,110,OMA,300.00
2017,16 October,111,MOZ,299.00
2017,16 October,112,YEM,297.00
2017,16 October,113,JOR,281.00
2017,16 October,114,TKM,279.00
2017,16 October,115,AZE,273.00
2017,16 October,116,PHI,272.00
2017,16 October,117,MWI,271.00
2017,16 October,118,RWA,268.00
2017,16 October,119,CTA,266.00
2017,16 October,120,KGZ,265.00
2017,16 October,121,VIE,261.00
2017,16 October,122,NZL,256.00
2017,16 October,123,TJK,255.00
2017,16 October,124,TOG,253.00
2017,16 October,125,BHR,251.00
2017,16 October,125,SUR,251.00
2017,16 October,127,COM,237.00
2017,16 October,128,GUA,234.00
2017,16 October,129,LVA,233.00
2017,16 October,129,NAM,233.00
2017,16 October,129,BDI,233.00
2017,16 October,132,PRK,232.00
2017,16 October,133,KAZ,231.00
2017,16 October,133,EQG,231.00
2017,16 October,135,LBR,230.00
2017,16 October,136,TAN,227.00
2017,16 October,136,ATG,227.00
2017,16 October,138,THA,225.00
2017,16 October,139,ANG,223.00
2017,16 October,140,SWZ,219.00
2017,16 October,141,SDN,218.00
2017,16 October,142,HKG,211.00
2017,16 October,143,TPE,200.00
2017,16 October,144,AND,191.00
2017,16 October,145,LTU,190.00
2017,16 October,146,LES,189.00
2017,16 October,147,BOT,185.00
2017,16 October,148,TAH,181.00
2017,16 October,149,CHA,178.00
2017,16 October,150,NCL,177.00
2017,16 October,151,ETH,175.00
2017,16 October,152,SOL,173.00
2017,16 October,153,SSD,172.00
2017,16 October,154,AFG,168.00
2017,16 October,155,MYA,166.00
2017,16 October,156,MDV,144.00
2017,16 October,157,GRN,141.00
2017,16 October,158,MRI,137.00
2017,16 October,159,PNG,130.00
2017,16 October,160,BRB,128.00
2017,16 October,161,BLZ,125.00
2017,16 October,162,LAO,122.00
2017,16 October,163,DOM,121.00
2017,16 October,164,GAM,120.00
2017,16 October,165,GUY,117.00
2017,16 October,165,IDN,117.00
2017,16 October,167,MDA,112.00
2017,16 October,167,PUR,112.00
2017,16 October,169,DMA,111.00
2017,16 October,170,MAS,110.00
2017,16 October,170,CAM,110.00
2017,16 October,172,VIN,104.00
2017,16 October,173,SGP,100.00
2017,16 October,174,LCA,97.00
2017,16 October,175,FIJ,95.00
2017,16 October,176,STP,94.00
2017,16 October,176,NEP,94.00
2017,16 October,178,ARU,92.00
2017,16 October,179,CUB,83.00
2017,16 October,180,MAC,80.00
2017,16 October,181,BER,72.00
2017,16 October,182,MLT,69.00
2017,16 October,183,KOS,67.00
2017,16 October,184,BRU,65.00
2017,16 October,185,DJI,64.00
2017,16 October,186,KUW,58.00
2017,16 October,187,LIE,54.00
2017,16 October,188,VAN,51.00
2017,16 October,188,SEY,51.00
2017,16 October,190,BHU,50.00
2017,16 October,191,GUM,46.00
2017,16 October,192,TLS,42.00
2017,16 October,193,ASA,38.00
